S_INFO_WINDCODE,date,S_DQ_PRECLOSE,Open_price,High_price,Low_price,Close_price,S_DQ_CHANGE,S_DQ_PCTCHANGE,group_volume,group_turnover,S_DQ_ADJPRECLOSE,S_DQ_ADJOPEN,S_DQ_ADJHIGH,S_DQ_ADJLOW,S_DQ_ADJCLOSE,S_DQ_ADJFACTOR,S_DQ_AVGPRICE,S_DQ_TRADESTATUSCODE,S_DQ_LIMIT,S_DQ_STOPPING,S_DQ_ADJCLOSE_BACKWARD,OPMODE,group_time,return,y1,volume_spike,price_jump_probability,trade_continuation,relative_volatility_index,MFI,RSI,SRSI,PVI,VHF,CVI,CMO,VIDYA,UI,ACD,TS,MACD,VMACD,TMACD,QST,DDI,KVO,KVO_signal
002594.SZ,20180207,58.51,59.99,60.39,57.03,58.9,0.39,0.6666,82085.35,483267.912,59.22,60.72,61.13,57.73,59.62,1.012204,58.8738,-1,64.36,52.66,58.15,1,1,0.006665527260297344,1,0.8416269271730052,,1.0,49.99999999996683,29.70812944993557,31.75674353671138,0.0,938.7760247170335,0.5084979329352316,23.346303682882233,-29.42807289627214,64.27306532802125,0.0,1284.06,-6.0,-1.245467539363043,-958.4506863559945,0.0,-0.33500000000000013,-39.46441155743479,-1333455.030896014,-950429.6996755314
002594.SZ,20180208,58.9,58.9,59.88,58.51,59.51,0.61,1.0357,45972.33,273521.091,59.62,59.62,60.61,59.22,60.24,1.012204,59.4969,-1,64.79,53.01,58.76,1,1,0.010356536502546643,1,0.4743191973807517,,1.0,49.99999999996828,32.4894213195638,34.73641735274751,20.377291740144702,938.7760247170335,0.5006784260515599,23.109757332616866,-25.321776928199103,64.10368568274909,0.0,1276.59,-4.0,-1.1420930662590152,-4580.518498975758,0.0,-0.27550000000000024,-32.596314907872696,-1046294.5852192072,-964124.6833246279
002594.SZ,20180209,59.51,57.9,58.45,56.33,56.65,-2.86,-4.8059,93076.03,533844.304,60.24,58.61,59.16,57.02,57.34,1.012204,57.3557,-1,65.46,53.56,55.93,1,1,-0.04805914972273562,0,0.9755737535212701,,1.0,49.999999999969525,23.25012965953981,28.461741047467598,0.0,893.659247189043,0.5053671103477883,20.277894007205862,-35.4318179032502,63.874509047294005,0.0,1270.7,-6.0,-1.3646911828450525,-396.1650868570214,0.0,-0.40900000000000036,-45.68965517241375,-1079622.9271400543,-980624.4324411175
002594.SZ,20180212,56.65,57.1,60.0,57.1,59.62,2.97,5.2427,80515.16,475216.154,57.34,57.8,60.73,57.8,60.35,1.012204,59.0219,-1,62.32,50.99,58.86,1,1,0.05242718446601935,1,0.8920229201629275,0.9333333333333333,1.0,49.99999999997037,28.722114984530037,40.48466924681057,50.25385222004256,893.659247189043,0.45805921052631554,16.162936346134185,-17.97322624200361,63.70832635630651,0.0,1259.25,-4.0,-1.0327092750446374,847.3471934354347,0.0,-0.17750000000000057,-37.100419761059044,-805409.3690455286,-955593.7090988905
002594.SZ,20180213,59.62,60.0,60.62,59.31,59.5,-0.12,-0.2013,55080.74,330539.304,60.35,60.73,61.36,60.03,60.23,1.012204,60.01,-1,65.58,53.66,58.75,1,1,-0.002012747400201187,0,0.6353572187987447,0.9666666666666667,1.0,49.99999999997064,32.61937870187393,40.19076380519254,58.85117658678296,893.659247189043,0.4622406639004148,15.261743349738968,-18.420497246321354,63.54484389365285,0.0,1254.12,-4.0,-0.7625698011999922,-1462.6407904143052,0.0,-0.21750000000000042,-22.478105741161166,-512972.4458364602,-892362.1000614006
002594.SZ,20180214,59.5,61.18,61.5,60.2,60.5,1.0,1.6807,55902.12,339523.509,60.23,61.93,62.25,60.93,61.24,1.012204,60.7354,-1,65.45,53.55,59.73,1,1,0.01680672268907557,1,0.6603865421894299,0.9666666666666667,1.0,49.99999999997034,37.22572376265184,43.84904920160662,79.73166200881802,908.6787303350773,0.463201663201663,10.062546099878778,-13.014872877208925,63.41872192548216,0.0,1248.82,-2.0,-0.40066350669452877,-2524.2992203498543,0.0,-0.20500000000000007,-13.738663083641221,-234493.30961508118,-798380.8442833549
002594.SZ,20180222,60.5,61.98,63.35,61.3,62.32,1.82,3.0083,97413.08,608542.083,61.24,62.74,64.12,62.05,63.08,1.012204,62.4703,-1,66.55,54.45,61.53,1,1,0.030082644628099287,1,1.193503154563359,0.9666666666666667,1.0,49.9999999999704,42.588741736330405,49.860081014442606,100.0,936.0141896608599,0.44049031237643316,10.75877591916486,-3.9263666257623653,63.36845611241121,0.0,1244.74,0.0,0.10536288904124769,2451.3062823305518,0.0,-0.13749999999999965,-8.351999999999975,149484.20983347343,-662971.5508380939
002594.SZ,20180223,62.32,62.34,63.32,61.81,62.8,0.48,0.7702,59836.48,374402.303,63.08,63.1,64.09,62.56,63.57,1.012204,62.5709,-1,68.55,56.09,62.0,1,1,0.007702182284980763,1,0.7226188251659419,0.9666666666666667,1.0,49.999999999970676,46.012366457937155,51.33960521315243,100.0,936.0141896608599,0.43278943278943266,12.728137718237006,-1.6568171156285938,63.34183526316141,0.0,1243.87,0.0,0.5039227499562138,850.1687391430023,0.0,-0.09450000000000003,-3.732554365465731,391051.46216467686,-512396.83469484095
002594.SZ,20180226,62.8,63.88,65.69,63.88,64.91,2.11,3.3599,156114.45,1015836.694,63.57,64.66,66.49,64.66,65.7,1.012204,65.07,-1,69.08,56.52,64.09,1,1,0.03359872611464976,1,1.8768637885726986,0.9666666666666667,1.0,49.99999999997176,45.365921352135466,57.3038211053366,100.0,967.463074058701,0.4556237218813903,3.7095426406411987,7.672748763139044,63.42223936207989,0.0,1243.4699999999998,0.0,1.0211285444854838,12293.42453416737,0.0,-0.18900000000000006,-7.248322147650988,963953.0458873603,-301489.70889738365
002594.SZ,20180227,64.91,64.5,64.93,63.38,63.46,-1.45,-2.2339,100650.76,644261.728,65.7,65.29,65.72,64.15,64.23,1.012204,64.0096,-1,71.4,58.42,62.66,1,1,-0.022338622708365397,0,1.2222132329478632,0.9666666666666667,1.0,49.99999999997282,38.01404637869348,52.53816341084266,83.47671983112144,967.463074058701,0.43363176333203574,4.635382625975659,0.96961957487775,63.42405492267308,0.0,1242.34,-2.0,1.1288774043715128,11917.16329258441,0.0,-0.2495000000000001,-19.06116642958746,674580.9003195369,-162051.0504378236
002594.SZ,20180228,63.46,63.22,64.5,62.67,63.51,0.05,0.0788,77371.17,491273.053,64.23,63.99,65.29,63.43,64.29,1.012204,63.4956,-1,69.81,57.11,62.71,1,1,0.0007878978884336973,1,0.9527549134525388,0.9333333333333333,1.0,49.99999999997375,38.07203821458045,52.684290691674796,83.98336595559981,967.463074058701,0.4378930817610062,5.4244735696737125,1.1928936848202227,63.428196366041014,0.0,1237.92,0.0,1.1632182683403964,8233.04851298851,0.0,-0.20800000000000055,-19.490626105412076,427810.05924801715,-77785.17762556065
002594.SZ,20180301,63.51,62.95,63.44,62.5,63.27,-0.24,-0.3779,74934.69,472004.143,64.29,63.72,64.21,63.26,64.04,1.012204,62.9887,-1,69.86,57.16,62.47,1,1,-0.0037789324515823397,0,0.9222098299101323,0.9333333333333333,1.0,49.99999999997453,38.31043842973085,51.85894411566796,81.121760362831,967.463074058701,0.4018540910923015,-0.02607223344973846,0.05312113729342078,63.420659204052924,0.0,1233.96,0.0,1.1100827630401418,5310.314994849374,0.0,-0.14800000000000074,-24.00690846286698,145346.0295409375,-45909.29088748949
002594.SZ,20180302,63.27,62.51,63.36,62.37,62.87,-0.4,-0.6322,59276.89,372641.75,64.04,63.27,64.13,63.13,63.64,1.012204,62.8646,-1,69.6,56.94,62.07,1,1,-0.006322111585269519,0,0.7321721759605307,0.9333333333333333,1.0,49.999999999974335,38.48055273923763,50.44064039780668,76.20427967137053,967.463074058701,0.38093338651775016,-1.7528180169355536,-1.8856469661621647,63.39493178903017,8.55317881182158,1231.02,0.0,0.9819524595857063,1318.404229583075,0.0,-0.12300000000000075,-21.175206019347875,-58580.20306342095,-47719.421198336844
002594.SZ,20180305,62.87,63.0,65.9,62.91,65.12,2.25,3.5788,149505.07,969390.126,63.64,63.77,66.7,63.68,65.91,1.012204,64.8399,-1,69.16,56.58,64.3,1,1,0.035788134245268166,1,1.8515424990169664,0.9333333333333333,1.0,49.99999999997408,47.37752569544323,57.48435225518242,100.0,1002.0867724304536,0.3871359223300973,-1.948404219642086,8.60097710701934,63.484143262024254,8.43892007109144,1228.01,2.0,1.149529221720917,10377.40327722065,0.0,0.1319999999999993,-4.141592920353915,134232.3123258698,-21726.31640916447
002594.SZ,20180306,65.12,65.13,66.8,64.8,66.58,1.46,2.242,149685.93,986303.922,65.91,65.92,67.62,65.59,67.39,1.012204,65.8916,-1,71.63,58.61,65.74,1,1,0.022420147420147307,1,1.8263176763258588,0.9333333333333333,1.0,49.99999999997376,53.76352570678002,61.32545665450632,100.0,1024.553705596124,0.40850565743269607,2.4301811768574675,14.604477257112272,63.65309518731883,8.351717364924255,1230.05,2.0,1.3902128745372284,15624.700665999375,0.0,0.17599999999999943,9.39383197447718,576840.2126917945,63783.18774811537
002594.SZ,20180307,66.58,66.0,66.49,64.5,64.53,-2.05,-3.079,94941.93,620764.971,67.39,66.81,67.3,65.29,65.32,1.012204,65.3836,-1,73.24,59.92,63.71,1,1,-0.030790027035145662,0,1.0956824549213848,0.9333333333333333,1.0,49.99999999997296,52.425331213690214,53.95454756372472,77.5712850643008,1024.553705596124,0.38393839383938405,6.943882633191522,4.462964970387484,63.69671617623763,8.271128970503295,1232.6699999999998,2.0,1.2129328989728847,11161.860945275886,0.0,0.1029999999999994,7.751937984496166,347159.0678013856,104265.45632715398
002594.SZ,20180308,64.53,64.81,65.59,64.11,64.87,0.34,0.5269,64301.85,417031.838,65.32,65.6,66.39,64.89,65.66,1.012204,64.8553,-1,70.98,58.08,64.05,1,1,0.0052688671935534614,1,0.7250739885425707,0.9333333333333333,1.0,49.99999999997203,54.20040527575014,54.922272685841875,69.7029712505505,1024.553705596124,0.41498216409036875,-4.714102921363906,5.916468853284707,63.75589240460696,8.010088277295567,1233.29,4.0,1.0852586413215397,3897.9164211752045,0.0,0.22549999999999953,16.45087585681651,140568.36565445992,109451.58623105484
002594.SZ,20180309,64.87,65.0,65.8,64.37,65.55,0.68,1.0483,87514.71,570045.131,65.66,65.79,66.6,65.16,66.35,1.012204,65.1371,-1,71.36,58.38,64.72,1,1,0.010482503468475235,1,1.02297694606886,0.9666666666666667,1.0,49.999999999971095,54.80318272753261,56.87442993927617,78.93971420845763,1035.2935933686745,0.4244021078232674,-7.97980395712927,8.836397940819703,63.848875360893075,7.829407214017601,1237.5,4.0,1.0362916696205802,2123.7351488224676,0.0,0.18799999999999956,22.92490118577082,344223.06275995553,142990.36859232635
002594.SZ,20180312,65.55,66.03,67.16,65.52,66.85,1.3,1.9832,137195.65,911208.094,66.35,66.84,67.98,66.32,67.67,1.012204,66.4167,-1,72.11,59.0,66.0,1,1,0.019832189168573544,1,1.5872009747111242,0.9666666666666667,1.0,49.99999999997054,59.57487595842565,60.40475685514268,94.73175592955819,1055.8257317573743,0.4240407204385281,-6.739357479082869,14.195355598147088,64.01207273963459,7.602795847480274,1241.12,6.0,1.1159958143090298,7256.858282956307,0.0,0.17049999999999912,29.231944975162484,713975.9950563789,224559.74380147672
002594.SZ,20180313,66.85,66.85,67.5,65.68,66.0,-0.85,-1.2715,118111.85,785220.076,67.67,67.67,68.32,66.48,66.81,1.012204,66.4811,-1,73.54,60.17,65.16,1,1,-0.012715033657441976,0,1.2941211454823034,0.9666666666666667,1.0,49.99999999997,58.71887466947679,57.11265917161414,63.25635011755474,1055.8257317573743,0.47673922321809714,-9.083207480217164,9.754829209651117,64.11597017627393,7.051404122811508,1247.1499999999999,6.0,0.9952107643876835,7656.909237980783,0.0,0.2024999999999995,39.281388776746155,432712.68045784615,254295.8776095295
002594.SZ,20180314,66.0,65.7,65.89,64.36,64.36,-1.64,-2.4848,99780.66,649479.489,66.81,66.5,66.69,65.15,65.15,1.012204,65.0907,-1,72.6,59.4,63.54,1,1,-0.024848484848484897,0,1.0848753073575588,0.9666666666666667,1.0,49.99999999996938,57.900580655342864,51.30296052379427,7.922229513583441,1055.8257317573743,0.4525931928687202,-18.267514223687808,1.7214224785270122,64.12779068141518,6.555976482512533,1256.12,4.0,0.6519945278363746,5147.998892814664,0.0,0.1899999999999995,38.49859494179054,119525.55782728281,235042.97478349428
002594.SZ,20180315,64.36,64.02,65.44,64.02,64.7,0.34,0.5283,78053.25,505013.096,65.15,64.8,66.24,64.8,65.49,1.012204,64.7011,-1,70.8,57.92,63.88,1,1,0.005282784338098256,1,0.8405559488785576,0.9666666666666667,1.0,49.99999999996852,54.52381191259819,52.38437082963262,17.85726452322582,1055.8257317573743,0.4575993445309305,-16.55610551004734,3.266549755838219,64.15592881573346,6.093472918738059,1261.6299999999999,4.0,0.43858661627561635,502.1182034744302,0.0,0.19349999999999987,32.07705192629824,-129358.4727403908,182985.625137225
002594.SZ,20180316,64.7,64.74,65.49,64.2,64.23,-0.47,-0.7264,68414.67,443482.218,65.49,65.53,66.29,64.98,65.01,1.012204,64.8227,-1,71.17,58.23,63.42,1,1,-0.007264296754250332,0,0.724247383160054,0.9666666666666667,1.0,49.999999999967244,54.932067930818214,50.70800763844138,2.4563321449742688,1055.8257317573743,0.47229791099000956,-20.049233460547526,0.9569488045040082,64.15948976847531,5.131795214443309,1267.61,4.0,0.21334300037759857,-3697.812006085841,0.0,0.23050000000000032,45.79524680073138,-339050.5834711292,108409.02390746013
002594.SZ,20180319,64.23,64.25,64.85,63.9,64.25,0.02,0.0311,50235.29,323461.041,65.01,65.03,65.64,64.68,65.03,1.012204,64.3892,-1,70.65,57.81,63.44,1,1,0.00031138097462246606,1,0.5388314930264093,0.9333333333333333,0.0,49.99999999996609,51.62171164292266,50.78018868086186,3.119467293223135,1055.8257317573743,0.42947037231253327,-30.450710826590104,1.056071924413094,64.16384529631667,4.615276035295315,1274.86,4.0,0.05454369552808769,-8479.741557491216,0.0,0.10450000000000052,37.33905579399155,-476572.1209043721,24840.288934341253
002594.SZ,20180320,64.25,63.7,63.7,62.0,62.8,-1.45,-2.2568,108426.84,680033.628,65.03,64.48,64.48,62.76,63.57,1.012204,62.7182,-1,70.68,57.83,62.0,1,1,-0.02256809338521404,0,1.1822012157477932,0.9333333333333333,1.0,49.999999999965276,47.422929365369384,45.57005334837571,0.0,1031.997758044562,0.35784313725490224,-25.113127195625264,-6.114654627715106,64.10287144551712,4.141274216147194,1278.49,4.0,-0.2420333281719378,-3608.8246536660004,0.0,0.08450000000000024,18.005808325266372,-797343.9234285993,-92614.5985460788
002594.SZ,20180321,62.8,62.99,63.82,62.4,62.6,-0.2,-0.3185,83340.41,527104.976,63.57,63.76,64.6,63.16,63.36,1.012204,63.2472,-1,69.08,56.52,61.81,1,1,-0.0031847133757960666,0,0.882998908059722,0.9333333333333333,1.0,49.999999999964984,48.21022554668039,44.885965397491745,0.0,1031.997758044562,0.31632653061224547,-22.277125868508673,-7.072037277406149,64.03636726377147,3.8354844536011754,1282.81,2.0,-0.44932389673942563,-3564.0191320536887,0.0,0.0990000000000002,16.013882002974867,-504382.43657428655,-151438.57540725134
002594.SZ,20180322,62.6,62.95,63.19,61.9,62.59,-0.01,-0.016,58977.49,368290.682,63.36,63.72,63.96,62.66,63.35,1.012204,62.446,-1,68.86,56.34,61.8,1,1,-0.0001597444089456168,0,0.6159189245347265,0.9,1.0,49.999999999965056,44.147897079061494,44.849712163681396,0.0,1031.997758044562,0.31984260820685817,-25.142380458463627,-7.121885254067221,63.9723978043956,3.8056632999549893,1285.5,0.0,-0.5645101185599715,-6446.006950552113,0.0,0.06400000000000006,3.9577836411611003,-564053.7396837226,-210383.59887531865
