date,High_price,Low_price,Close_price,Open_price,group_volume,group_turnover,trading_session,return,y1,y2,target1,target2,group_time
2024/11/11 13:50,4132,4115,4125.8,4115.6,3203,3963025140,Day_afternoon,0.0020401224073445245,1,1,0,0,10
2024/11/11 14:00,4117.6,4102,4115.8,4113.4,4103,5057692680,Day_afternoon,-0.002423772,0,0,1,1,10
2024/11/11 14:10,4124,4113.4,4113.4,4121.2,2192,2708845980,Day_afternoon,-0.000583119,0,0,1,1,10
2024/11/11 14:20,4127,4108.8,4121.2,4126.6,2451,3026976840,Day_afternoon,0.0018962415520007436,1,1,0,0,10
2024/11/11 14:30,4135,4118.4,4126.8,4126.8,4427,5483781360,Day_afternoon,0.0013588275259635019,1,1,1,1,10
2024/11/11 14:40,4137.6,4123.6,4126.8,4137.6,3905,4842090420,Day_afternoon,0,0,0,0,0,10
2024/11/11 14:50,4143.4,4133,4137.6,4133.8,4552,5652231960,Day_afternoon,0.002617039837162105,1,1,1,1,10
2024/11/11 15:00,4133.2,4133.2,4133.2,4133.2,6,7440660,Day_afternoon,-0.001063418,0,0,1,1,10
2024/11/12 9:20,4133.400000000001,4133.400000000001,4133.400000000001,4133.400000000001,0,0,Day_morning,4.8388657698739124e-05,1,1,1,1,10
2024/11/12 9:30,4163.6,4127.2,4134,4163.4,12105,15052187400,Day_morning,0.00014515894904909565,1,1,1,1,10
2024/11/12 9:40,4192,4160.8,4162.2,4172.4,11426,14320408380,Day_morning,0.006821480406385971,1,1,1,1,10
2024/11/12 9:50,4186,4168.2,4172.8,4173.4,6555,8212597500,Day_morning,0.0025467300946615534,1,1,0,0,10
2024/11/12 10:00,4174.4,4156,4173.4,4160.8,6569,8203817580,Day_morning,0.00014378834355821546,1,1,0,0,10
2024/11/12 10:10,4164,4147.4,4160.4,4155,5102,6358966740,Day_morning,-0.003114966,0,0,0,0,10
2024/11/12 10:20,4164.6,4144.6,4155.2,4145.8,3693,4604031120,Day_morning,-0.00124988,0,0,0,0,10
2024/11/12 10:30,4150.2,4142,4145.8,4142.6,3865,4807843860,Day_morning,-0.002262226,0,0,0,0,10
2024/11/12 10:40,4149,4134,4142.8,4141,5100,6334342860,Day_morning,-0.000723624,0,0,0,0,10
2024/11/12 10:50,4144.6,4132.8,4141,4134,3917,4862487060,Day_morning,-0.000434489,0,0,1,1,10
2024/11/12 11:00,4149.4,4131.8,4134.2,4137.4,4057,5040538980,Day_morning,-0.001642115,0,0,0,0,10
2024/11/12 11:10,4141.8,4125.6,4137.4,4128.8,3892,4824042960,Day_morning,0.0007740312515116532,1,1,1,1,10
2024/11/12 11:20,4153.6,4128,4128.8,4152.2,3984,4950490800,Day_morning,-0.0020786,0,0,0,0,10
